gender,age,height,weight,bmi,tummy,hip,breast,baselayersize,jerseysize,bibsize
1,59,201.0,62.0,15.3,1,1,2,6,5,5
1,32,192.0,82.0,22.2,3,3,2,5,4,8
2,21,176.0,96.0,31.0,3,3,3,6,7,8
1,31,166.0,89.0,32.3,2,3,3,8,8,8
1,32,194.0,77.0,20.5,2,2,2,6,5,7
1,30,171.0,49.0,16.8,1,1,1,2,1,3
2,52,151.0,72.0,31.6,2,2,2,6,7,3
2,26,183.0,56.0,16.7,2,1,2,3,2,3
1,26,156.0,74.0,30.4,2,2,3,6,7,5
1,58,190.0,55.0,15.2,1,2,1,4,3,4
2,51,198.0,62.0,15.8,1,1,2,5,5,4
2,62,163.0,57.0,21.5,1,3,1,2,2,3
1,54,149.0,56.0,25.2,2,2,3,3,3,3
1,68,197.0,81.0,20.9,3,1,2,6,5,8
1,44,181.0,50.0,15.3,1,2,1,3,1,3
1,70,172.0,83.0,28.1,3,3,2,6,5,7
2,67,171.0,70.0,23.9,3,2,3,4,3,5
2,46,193.0,59.0,15.8,1,2,2,4,3,4
2,18,148.0,62.0,28.3,2,3,3,4,4,2
1,23,164.0,54.0,20.1,3,1,1,2,1,3
1,39,184.0,80.0,23.6,3,3,2,5,4,8
1,31,163.0,73.0,27.5,2,2,3,6,6,6
1,23,148.0,56.0,25.6,3,2,2,3,2,3
2,63,209.0,77.0,17.6,2,2,1,5,5,7
2,74,149.0,63.0,28.4,3,3,3,4,3,2
2,22,178.0,85.0,26.8,2,3,2,5,6,7
1,62,184.0,83.0,24.5,2,1,1,5,7,8
2,21,178.0,70.0,22.1,1,3,1,3,4,5
2,58,186.0,65.0,18.8,2,3,1,3,2,4
2,19,188.0,88.0,24.9,2,1,3,6,7,8
2,34,146.0,54.0,25.3,3,3,3,2,1,1
2,39,202.0,65.0,15.9,1,2,1,5,4,5
1,37,176.0,68.0,22.0,2,1,2,4,4,5
2,37,199.0,61.0,15.4,2,2,2,4,3,4
2,47,169.0,51.0,17.9,1,1,1,1,2,2
2,73,194.0,59.0,15.7,1,2,2,4,3,4
1,45,192.0,79.0,21.4,2,2,1,5,5,8
1,33,173.0,93.0,31.1,3,2,2,7,8,8
2,55,171.0,74.0,25.3,2,3,2,4,4,5
2,61,184.0,65.0,19.2,2,3,1,3,2,4
1,59,180.0,50.0,15.4,1,2,2,3,1,3
1,45,163.0,75.0,28.2,3,2,2,5,5,6
2,39,174.0,81.0,26.8,3,2,2,5,5,6
2,32,165.0,70.0,25.7,2,3,2,4,4,4
2,31,205.0,72.0,17.1,1,1,1,5,6,6
1,61,164.0,72.0,26.8,2,3,2,5,5,5
1,41,164.0,83.0,30.9,2,2,2,7,8,7
2,50,164.0,65.0,24.2,2,2,1,3,3,3
1,28,200.0,72.0,18.0,1,2,2,6,5,7
2,59,211.0,71.0,15.9,2,1,1,6,6,6
2,45,199.0,71.0,17.9,1,2,1,5,5,6
1,34,160.0,59.0,23.0,1,1,1,3,4,4
1,41,163.0,46.0,17.3,1,1,2,1,1,2
1,49,206.0,69.0,16.3,1,1,1,6,6,6
2,22,197.0,73.0,18.8,1,1,3,5,6,6
1,20,187.0,57.0,16.3,2,1,1,4,3,4
1,49,205.0,71.0,16.9,2,2,2,6,5,7
1,28,169.0,63.0,22.1,1,3,1,3,3,5
2,45,170.0,85.0,29.4,2,2,3,6,7,6
2,40,176.0,89.0,28.7,2,3,2,5,7,7
1,45,171.0,91.0,31.1,3,3,3,7,7,8
2,71,200.0,88.0,22.0,2,2,2,5,6,8
1,34,179.0,68.0,21.2,1,2,3,5,5,6
1,74,159.0,60.0,23.7,3,3,3,3,1,4
1,31,202.0,64.0,15.7,1,1,1,6,5,6
2,50,174.0,77.0,25.4,3,3,3,4,4,6
2,64,169.0,59.0,20.7,1,1,1,2,3,3
1,50,184.0,68.0,20.1,2,1,3,5,4,6
2,34,188.0,74.0,20.9,3,1,1,4,4,6
2,61,165.0,58.0,21.3,3,2,2,2,1,3
2,68,192.0,71.0,19.3,2,1,2,4,5,5
1,34,189.0,60.0,16.8,1,1,1,4,4,5
2,37,180.0,83.0,25.6,3,2,3,5,5,7
1,66,192.0,82.0,22.2,3,3,3,5,4,8
2,28,184.0,63.0,18.6,1,3,1,3,3,4
1,67,149.0,60.0,27.0,2,3,2,4,3,3
2,29,171.0,61.0,20.9,2,3,2,2,2,3
2,75,152.0,66.0,28.6,3,3,2,4,4,3
2,67,187.0,81.0,23.2,1,1,1,5,7,7
1,21,163.0,59.0,22.2,1,1,2,3,4,4
2,68,160.0,71.0,27.7,3,2,2,4,4,4
2,38,170.0,80.0,27.7,3,2,3,5,6,6
2,37,192.0,64.0,17.4,1,2,2,4,4,5
1,71,205.0,69.0,16.4,1,2,2,6,5,7
1,47,195.0,76.0,20.0,1,2,2,6,6,7
1,52,180.0,66.0,20.4,2,2,1,4,3,5
1,25,189.0,73.0,20.4,2,1,1,5,5,7
1,48,181.0,50.0,15.3,2,1,2,3,1,3
2,63,169.0,65.0,22.8,3,3,1,2,2,4
1,65,189.0,76.0,21.3,2,3,2,5,4,7
2,41,210.0,83.0,18.8,2,2,2,6,6,8
2,56,176.0,80.0,25.8,3,3,2,4,4,6
1,34,191.0,75.0,20.6,3,2,1,5,4,7
2,20,159.0,60.0,23.7,1,1,2,3,4,3
1,22,164.0,53.0,19.7,1,1,2,2,2,3
2,72,149.0,57.0,25.7,3,3,3,2,1,2
1,34,192.0,79.0,21.4,1,1,1,6,7,7
2,35,145.0,64.0,30.4,2,3,2,4,5,2
2,21,168.0,91.0,32.2,3,2,3,7,8,7
1,64,162.0,65.0,24.8,1,1,2,4,5,4
1,30,156.0,62.0,25.5,2,2,2,4,4,4
2,41,168.0,74.0,26.2,2,3,2,4,5,5
2,57,207.0,75.0,17.5,1,2,2,6,6,7
1,43,195.0,74.0,19.5,3,3,3,5,3,7
1,74,194.0,80.0,21.3,2,1,3,6,6,8
1,30,150.0,54.0,24.0,1,1,2,3,3,3
2,20,175.0,79.0,25.8,3,2,3,5,5,6
1,71,180.0,89.0,27.5,2,3,2,6,7,8
2,45,194.0,58.0,15.4,1,2,2,4,3,4
1,33,154.0,48.0,20.2,1,2,3,2,1,2
1,24,160.0,63.0,24.6,1,3,1,4,3,4
1,65,192.0,82.0,22.2,2,1,3,6,6,8
2,43,173.0,74.0,24.7,3,2,2,4,4,5
1,21,170.0,89.0,30.8,3,3,2,7,7,8
2,42,148.0,61.0,27.8,3,2,3,3,3,2
2,53,152.0,70.0,30.3,2,2,3,5,6,3
2,54,178.0,74.0,23.4,2,1,1,4,5,5
1,35,187.0,81.0,23.2,2,3,3,6,5,8
1,56,179.0,67.0,20.9,1,1,3,5,5,6
2,70,192.0,74.0,20.1,2,1,1,4,5,6
1,60,159.0,66.0,26.1,3,2,3,4,4,4
2,52,201.0,65.0,16.1,1,1,2,5,5,5
1,61,204.0,82.0,19.7,1,3,1,6,6,8
1,24,186.0,57.0,16.5,2,1,1,4,3,4
2,62,160.0,61.0,23.8,2,2,1,2,3,3
2,71,202.0,82.0,20.1,1,3,2,5,6,8
2,70,162.0,61.0,23.2,3,3,3,2,1,3
1,48,198.0,60.0,15.3,1,2,2,5,4,5
1,27,204.0,74.0,17.8,2,1,2,6,6,7
1,75,158.0,68.0,27.2,2,3,2,5,4,5
1,57,176.0,90.0,29.1,3,2,3,7,7,8
2,48,209.0,79.0,18.1,2,1,2,6,6,7
2,63,193.0,59.0,15.8,1,2,1,4,3,4
1,74,192.0,57.0,15.5,2,2,2,4,2,5
2,59,174.0,50.0,16.5,1,2,1,1,1,2
1,22,153.0,56.0,23.9,3,3,1,2,1,3
2,60,186.0,71.0,20.5,1,2,2,4,5,5
1,31,165.0,77.0,28.3,3,2,2,5,6,6
1,54,148.0,61.0,27.8,3,2,3,4,4,3
2,51,201.0,65.0,16.1,1,1,2,5,5,5
2,34,194.0,90.0,23.9,3,3,1,4,5,8
2,75,206.0,77.0,18.1,1,1,2,6,7,7
1,65,179.0,75.0,23.4,1,3,1,5,5,7
2,55,162.0,66.0,25.1,2,3,3,3,3,4
2,52,206.0,67.0,15.8,1,1,2,6,6,5
2,61,171.0,76.0,26.0,3,2,3,4,5,5
2,27,199.0,73.0,18.4,2,2,2,5,4,6
1,22,194.0,59.0,15.7,2,2,1,4,3,5
2,30,169.0,62.0,21.7,2,3,2,2,2,4
1,54,155.0,53.0,22.1,1,2,2,2,2,3
2,65,191.0,81.0,22.2,3,1,1,4,5,7
2,35,158.0,65.0,26.0,3,2,2,3,3,3
2,22,180.0,68.0,21.0,2,3,3,4,3,5
2,21,194.0,64.0,17.0,1,2,1,4,4,4
1,22,157.0,53.0,21.5,3,1,2,2,1,3
1,36,184.0,60.0,17.7,2,1,1,4,3,5
1,42,174.0,80.0,26.4,2,2,3,6,6,7
2,62,152.0,67.0,29.0,3,2,2,4,5,3
2,67,187.0,57.0,16.3,2,2,2,3,2,3
2,46,167.0,75.0,26.9,3,3,2,4,4,5
2,67,165.0,55.0,20.2,1,1,1,2,2,2
1,53,150.0,71.0,31.6,2,2,2,6,7,4
2,32,154.0,73.0,30.8,2,2,2,5,7,4
2,41,152.0,69.0,29.9,2,2,2,5,6,3
2,31,194.0,84.0,22.3,1,3,1,5,6,7
1,57,182.0,68.0,20.5,1,3,3,5,4,6
2,19,158.0,69.0,27.6,2,3,2,4,4,4
1,66,185.0,80.0,23.4,3,2,3,5,5,8
1,67,199.0,79.0,19.9,1,1,3,7,7,8
1,40,156.0,67.0,27.5,3,3,3,5,4,4
2,60,180.0,93.0,28.7,3,2,3,6,7,8
2,74,178.0,77.0,24.3,3,1,2,4,5,6
2,61,158.0,65.0,26.0,3,2,2,3,3,3
1,51,188.0,75.0,21.2,2,2,3,5,5,7
1,52,198.0,73.0,18.6,2,2,2,6,5,7
2,24,181.0,94.0,28.7,3,3,2,5,6,8
1,71,168.0,66.0,23.4,2,2,1,4,4,5
2,53,183.0,53.0,15.8,2,2,2,2,1,3
2,68,150.0,57.0,25.3,3,3,2,2,1,2
1,38,173.0,92.0,30.7,3,3,2,7,7,8
1,74,206.0,71.0,16.7,2,1,2,6,6,7
2,25,152.0,64.0,27.7,3,3,3,4,3,3
2,65,148.0,59.0,26.9,3,3,3,3,2,2
1,53,185.0,59.0,17.2,1,2,2,4,3,5
2,37,153.0,66.0,28.2,2,2,3,4,5,3
2,66,211.0,78.0,17.5,1,1,1,6,7,7
2,51,165.0,57.0,20.9,3,1,3,2,1,3
2,67,185.0,57.0,16.7,1,1,1,3,3,3
2,43,149.0,71.0,32.0,3,2,3,6,7,3
1,22,167.0,64.0,22.9,2,3,3,4,3,5
1,59,162.0,65.0,24.8,2,3,2,4,3,5
2,23,175.0,70.0,22.9,3,2,3,4,3,5
2,71,208.0,68.0,15.7,1,2,2,6,5,5
2,56,173.0,94.0,31.4,2,3,3,7,8,8
2,69,206.0,69.0,16.3,2,1,1,5,5,5
1,47,208.0,75.0,17.3,1,1,1,7,7,7
1,55,191.0,77.0,21.1,2,3,2,5,4,7
1,67,168.0,65.0,23.0,3,1,3,4,3,5
1,40,165.0,85.0,31.2,2,2,3,7,8,7
1,48,183.0,79.0,23.6,1,2,2,6,6,7
2,40,188.0,90.0,25.5,2,3,3,5,6,8
2,23,180.0,77.0,23.8,3,1,1,4,5,6
2,39,208.0,81.0,18.7,3,2,1,5,5,7
1,72,165.0,81.0,29.8,3,2,2,6,7,6
2,42,178.0,96.0,30.3,3,2,3,6,8,8
2,31,209.0,67.0,15.3,2,1,2,6,5,5
1,20,177.0,48.0,15.3,1,2,2,2,1,3
2,29,167.0,89.0,31.9,2,3,2,6,8,7
2,38,150.0,69.0,30.7,2,3,3,5,6,3
2,31,200.0,73.0,18.2,1,1,1,5,6,6
2,28,160.0,59.0,23.0,1,1,2,3,4,3
2,62,204.0,66.0,15.9,2,1,2,5,5,5
2,36,178.0,55.0,17.4,2,2,1,2,1,3
1,27,153.0,63.0,26.9,3,3,3,4,3,4
1,52,209.0,70.0,16.0,2,2,2,7,5,7
1,20,189.0,71.0,19.9,1,1,1,5,6,6
1,36,189.0,54.0,15.1,2,1,2,4,2,4
1,75,165.0,52.0,19.1,2,1,1,2,1,3
1,47,145.0,51.0,24.3,1,2,3,3,2,2
2,59,146.0,51.0,23.9,1,3,2,1,1,1
1,49,182.0,74.0,22.3,2,2,1,5,4,6
2,41,197.0,64.0,16.5,2,1,1,4,4,4
2,29,175.0,83.0,27.1,3,2,3,5,6,6
2,48,170.0,90.0,31.1,3,3,2,6,7,7
2,39,195.0,76.0,20.0,3,3,3,5,3,6
1,43,174.0,77.0,25.4,3,3,2,5,4,7
2,67,188.0,92.0,26.0,3,3,2,5,6,8
2,58,203.0,64.0,15.5,1,2,1,5,4,5
1,59,179.0,54.0,16.9,2,1,2,3,2,4
1,23,174.0,71.0,23.5,1,3,3,5,5,6
2,60,173.0,52.0,17.4,2,1,2,2,1,2
2,68,171.0,61.0,20.9,2,1,2,3,3,3
1,70,154.0,59.0,24.9,3,1,2,3,3,3
1,39,173.0,68.0,22.7,2,2,2,4,4,5
2,31,195.0,65.0,17.1,2,1,1,4,4,5
1,37,179.0,72.0,22.5,2,1,1,4,5,6
2,34,175.0,49.0,16.0,1,1,2,2,1,2
2,70,172.0,95.0,32.1,3,3,2,6,8,8
2,39,146.0,55.0,25.8,3,3,3,2,1,2
1,32,170.0,77.0,26.6,2,3,3,5,5,7
1,43,171.0,70.0,23.9,2,2,2,4,4,6
1,27,192.0,79.0,21.4,3,2,3,5,5,8
2,33,208.0,77.0,17.8,2,2,1,5,5,7
2,23,209.0,70.0,16.0,1,2,1,6,5,6
2,36,198.0,65.0,16.6,2,2,1,4,3,5
1,20,157.0,75.0,30.4,2,2,3,6,7,5
2,61,193.0,68.0,18.3,2,1,2,4,4,5
2,51,193.0,72.0,19.3,1,3,2,4,4,6
1,60,151.0,63.0,27.6,2,2,3,5,5,4
1,43,194.0,65.0,17.3,2,2,2,5,4,6
2,50,193.0,72.0,19.3,3,1,2,4,4,6
2,52,170.0,80.0,27.7,2,2,3,5,6,6
1,51,168.0,67.0,23.7,2,1,3,4,5,5
2,74,152.0,63.0,27.3,3,3,2,3,3,3
2,22,173.0,66.0,22.1,2,3,2,3,3,4
1,72,164.0,52.0,19.3,1,3,3,2,1,3
1,43,159.0,60.0,23.7,1,1,1,3,4,4
1,46,162.0,83.0,31.6,3,2,2,7,7,6
2,50,191.0,89.0,24.4,1,1,1,5,8,8
2,36,177.0,71.0,22.7,3,1,3,4,4,5
1,30,162.0,69.0,26.3,2,2,3,5,5,5
1,58,174.0,64.0,21.1,2,2,2,4,3,5
1,61,204.0,66.0,15.9,1,1,1,6,6,6
2,52,152.0,60.0,26.0,2,3,2,3,3,2
1,19,156.0,67.0,27.5,2,3,2,5,4,4
1,65,175.0,90.0,29.4,3,3,2,6,7,8
2,27,178.0,95.0,30.0,2,2,3,6,8,8
1,43,154.0,65.0,27.4,2,2,2,5,5,4
2,28,208.0,66.0,15.3,1,1,2,6,6,5
2,63,165.0,70.0,25.7,2,3,3,4,4,4
2,40,209.0,79.0,18.1,1,2,1,6,6,7
2,56,188.0,80.0,22.6,2,3,3,5,5,7
2,54,187.0,55.0,15.7,1,2,1,3,2,3
1,21,186.0,77.0,22.3,3,2,2,5,4,7
2,23,165.0,65.0,23.9,3,1,1,3,3,3
1,51,184.0,83.0,24.5,2,1,3,6,7,8
2,53,199.0,70.0,17.7,1,2,1,5,5,5
2,42,191.0,58.0,15.9,2,2,1,3,2,4
1,26,176.0,57.0,18.4,2,2,2,3,2,4
2,26,176.0,74.0,23.9,3,2,2,4,4,5
1,57,199.0,74.0,18.7,3,3,1,5,3,7
1,73,206.0,64.0,15.1,1,2,2,6,5,6
1,38,155.0,69.0,28.7,3,3,3,5,4,5
2,32,153.0,73.0,31.2,3,2,3,6,6,4
2,70,171.0,76.0,26.0,2,3,3,5,5,5
2,32,185.0,69.0,20.2,1,1,3,4,5,5
2,35,159.0,68.0,26.9,2,2,2,4,5,4
1,28,179.0,70.0,21.8,2,3,1,4,3,6
2,56,149.0,72.0,32.4,2,2,3,6,8,3
2,56,191.0,81.0,22.2,1,1,2,5,7,7
1,24,165.0,73.0,26.8,3,3,2,5,4,6
2,39,160.0,63.0,24.6,3,2,2,3,2,3
2,71,208.0,74.0,17.1,2,1,1,5,6,6
2,25,182.0,50.0,15.1,1,2,1,2,1,2
1,44,162.0,72.0,27.4,2,3,2,5,5,5
2,58,166.0,69.0,25.0,3,3,3,3,3,4
2,74,188.0,89.0,25.2,2,2,2,5,7,8
1,44,182.0,65.0,19.6,3,3,1,3,2,5
1,51,194.0,60.0,15.9,2,1,2,5,3,5
2,53,177.0,93.0,29.7,2,3,3,6,8,8
2,41,207.0,70.0,16.3,2,2,1,5,4,6
2,70,210.0,78.0,17.7,2,1,1,6,6,7
1,71,206.0,74.0,17.4,1,1,1,6,7,7
1,36,174.0,81.0,26.8,2,3,3,6,6,7
2,38,165.0,75.0,27.5,3,2,2,4,5,5
1,18,179.0,59.0,18.4,1,1,2,4,4,4
1,28,172.0,59.0,19.9,2,1,3,3,3,4
1,53,157.0,57.0,23.1,2,3,3,3,2,4
1,28,153.0,71.0,30.3,2,3,2,6,6,5
2,28,203.0,85.0,20.6,3,1,2,5,6,8
2,38,179.0,65.0,20.3,3,2,2,3,2,4
2,64,188.0,88.0,24.9,3,1,2,5,6,8
2,62,174.0,93.0,30.7,3,2,2,6,8,7
1,66,192.0,84.0,22.8,1,3,2,6,6,8
1,33,168.0,88.0,31.2,3,2,2,7,8,7
1,56,202.0,65.0,15.9,2,2,2,6,4,6
1,29,160.0,80.0,31.2,2,3,2,7,7,6
2,36,182.0,56.0,16.9,2,2,1,2,1,3
1,42,168.0,63.0,22.3,1,3,3,4,3,5
2,25,174.0,88.0,29.1,2,3,3,6,7,7
1,68,200.0,62.0,15.5,2,2,2,5,4,5
2,33,149.0,48.0,21.6,2,1,3,1,1,1
2,57,147.0,52.0,24.1,1,2,2,2,2,1
2,34,203.0,78.0,18.9,2,1,3,6,6,7
2,30,193.0,58.0,15.6,1,2,2,4,3,4
2,54,161.0,65.0,25.1,3,2,3,3,3,3
1,29,196.0,69.0,18.0,1,2,2,6,5,6
2,44,208.0,72.0,16.6,1,1,2,6,6,6
2,28,154.0,65.0,27.4,3,3,2,3,3,3
2,72,161.0,61.0,23.5,2,3,1,2,2,3
2,72,209.0,85.0,19.5,3,1,3,6,6,8
1,64,188.0,60.0,17.0,2,1,1,4,3,5
1,19,183.0,60.0,17.9,2,2,2,4,2,5
2,44,187.0,65.0,18.6,3,1,3,4,3,5
2,56,188.0,90.0,25.5,3,2,3,5,6,8
2,22,188.0,55.0,15.6,2,2,1,3,2,3
2,36,192.0,71.0,19.3,2,2,1,4,4,5
1,41,168.0,71.0,25.2,2,2,3,5,5,6
2,38,167.0,68.0,24.4,2,3,2,3,3,4
2,18,187.0,65.0,18.6,3,1,1,3,3,4
1,34,172.0,53.0,17.9,2,2,1,2,1,3
1,21,185.0,66.0,19.3,3,1,3,4,3,6
2,42,159.0,81.0,32.0,3,3,2,6,7,5
1,25,180.0,61.0,18.8,2,2,1,3,2,5
2,26,165.0,81.0,29.8,2,2,2,6,7,5
1,57,189.0,78.0,21.8,2,3,2,5,4,7
1,48,167.0,69.0,24.7,3,3,3,4,3,5
2,62,169.0,86.0,30.1,2,2,2,6,8,6
2,37,201.0,85.0,21.0,2,1,2,5,7,8
2,52,196.0,84.0,21.9,3,2,2,5,5,7
2,39,177.0,95.0,30.3,3,3,2,6,7,8
2,70,166.0,80.0,29.0,3,2,2,5,6,5
2,41,187.0,59.0,16.9,2,1,2,3,3,4
1,56,195.0,65.0,17.1,1,1,2,5,5,6
2,27,186.0,76.0,22.0,2,2,1,4,5,6
1,23,178.0,54.0,17.0,1,2,1,3,2,4
2,54,148.0,65.0,29.7,3,2,2,4,5,2
1,74,186.0,71.0,20.5,3,3,1,4,3,6
2,49,155.0,53.0,22.1,2,2,2,1,1,2
2,43,210.0,75.0,17.0,2,2,2,6,5,7
1,71,152.0,67.0,29.0,3,3,3,5,4,4
1,61,153.0,66.0,28.2,2,3,2,5,4,4
1,41,153.0,61.0,26.1,3,2,3,4,3,4
2,64,198.0,69.0,17.6,1,2,2,5,5,5
2,39,159.0,59.0,23.3,2,3,3,2,2,3
1,38,165.0,66.0,24.2,3,3,2,4,2,5
2,57,153.0,53.0,22.6,1,3,2,1,1,2
1,27,157.0,76.0,30.8,2,2,3,7,7,5
2,69,172.0,74.0,25.0,3,2,2,4,4,5
2,27,168.0,68.0,24.1,2,1,2,4,5,4
2,30,176.0,63.0,20.3,1,3,1,3,3,4
2,46,207.0,85.0,19.8,1,1,2,6,8,8
2,32,192.0,88.0,23.9,2,2,1,5,6,8
1,24,176.0,73.0,23.6,3,3,2,4,3,6
1,30,189.0,63.0,17.6,1,2,2,5,4,5
1,43,182.0,51.0,15.4,1,1,1,3,2,3
1,75,173.0,76.0,25.4,2,3,2,5,5,6
1,49,150.0,62.0,27.6,2,2,2,4,4,3
1,58,160.0,79.0,30.9,2,3,2,6,7,6
2,70,197.0,87.0,22.4,3,2,3,5,5,8
1,30,172.0,55.0,18.6,1,1,3,3,3,4
2,29,145.0,59.0,28.1,3,2,3,3,3,2
1,23,165.0,87.0,32.0,3,3,3,7,7,7
2,73,210.0,74.0,16.8,1,1,1,6,7,6
1,31,160.0,78.0,30.5,3,2,3,6,7,6
2,54,175.0,57.0,18.6,1,3,2,2,2,3
1,29,168.0,91.0,32.2,3,2,2,7,8,8
1,47,204.0,71.0,17.1,1,1,1,6,6,7
1,65,188.0,70.0,19.8,3,2,1,4,3,6
1,30,169.0,90.0,31.5,2,3,2,7,8,8
2,65,176.0,53.0,17.1,1,2,2,2,1,3
1,73,146.0,51.0,23.9,2,1,3,2,2,2
2,37,200.0,80.0,20.0,2,1,3,6,6,7
1,60,182.0,65.0,19.6,3,2,2,4,2,5
1,18,196.0,59.0,15.4,2,1,2,5,4,5
2,52,190.0,69.0,19.1,2,2,3,4,4,5
1,47,197.0,62.0,16.0,1,2,1,5,4,5
2,56,187.0,85.0,24.3,2,3,2,5,5,7
2,41,162.0,82.0,31.2,3,3,3,6,6,5
1,26,145.0,53.0,25.2,2,3,2,2,1,2
2,51,181.0,51.0,15.6,2,1,1,2,1,2
1,44,191.0,84.0,23.0,3,2,2,5,5,8
2,27,195.0,80.0,21.0,3,3,3,5,4,7
2,24,188.0,76.0,21.5,2,2,2,4,5,6
1,56,171.0,88.0,30.1,2,3,2,7,7,8
2,24,166.0,79.0,28.7,2,2,3,5,7,5
2,75,180.0,72.0,22.2,2,3,1,3,3,5
1,46,189.0,69.0,19.3,3,1,3,5,4,6
1,51,180.0,81.0,25.0,2,3,3,6,5,8
1,48,174.0,86.0,28.4,3,3,3,6,6,8
1,69,187.0,77.0,22.0,2,3,1,5,4,7
2,71,191.0,88.0,24.1,1,3,3,6,7,8
2,69,171.0,74.0,25.3,2,3,2,4,4,5
1,63,168.0,84.0,29.8,2,3,2,6,7,7
1,63,169.0,55.0,19.3,1,1,3,3,3,4
2,49,167.0,84.0,30.1,2,3,2,6,7,6
2,26,189.0,55.0,15.4,2,1,1,3,2,3
2,34,174.0,86.0,28.4,2,2,2,5,7,7
1,62,163.0,59.0,22.2,1,1,3,4,4,4
2,28,184.0,90.0,26.6,2,2,2,5,7,8
2,28,181.0,81.0,24.7,1,1,1,5,7,6
2,72,193.0,66.0,17.7,2,1,1,4,4,5
2,56,167.0,79.0,28.3,3,2,2,5,6,5
2,51,166.0,64.0,23.2,1,3,2,3,3,4
1,21,188.0,71.0,20.1,3,1,1,4,4,6
1,28,166.0,80.0,29.0,3,3,2,6,5,6
2,23,148.0,58.0,26.5,2,3,2,3,2,2
2,57,179.0,87.0,27.2,3,3,3,5,5,7
1,33,181.0,79.0,24.1,1,2,3,6,6,7
2,65,152.0,64.0,27.7,3,2,2,3,4,3
2,66,152.0,54.0,23.4,1,3,1,1,1,2
1,47,184.0,64.0,18.9,1,3,2,4,3,5
2,37,185.0,52.0,15.2,2,2,1,2,1,3
1,50,196.0,80.0,20.8,2,1,1,6,6,8
1,50,178.0,86.0,27.1,2,2,3,6,7,8
2,61,182.0,69.0,20.8,2,2,2,4,4,5
1,30,191.0,57.0,15.6,2,2,1,4,2,4
2,37,159.0,54.0,21.4,2,2,3,2,1,2
2,67,195.0,65.0,17.1,1,2,2,4,4,5
1,41,148.0,61.0,27.8,2,2,2,4,4,3
1,24,198.0,65.0,16.6,1,1,2,6,5,6
1,39,186.0,78.0,22.5,2,2,1,5,5,7
1,75,195.0,66.0,17.4,2,2,1,5,4,6
1,41,195.0,79.0,20.8,2,1,1,5,6,8
2,29,209.0,79.0,18.1,2,2,2,6,6,7
2,34,177.0,56.0,17.9,2,2,2,2,1,3
2,54,167.0,65.0,23.3,1,1,2,3,5,4
2,56,178.0,92.0,29.0,3,2,3,6,7,8
2,39,190.0,61.0,16.9,2,1,2,4,3,4
2,73,172.0,88.0,29.7,3,2,3,6,7,7
2,68,179.0,50.0,15.6,1,1,1,2,2,2
2,58,150.0,69.0,30.7,3,2,2,5,6,3
1,19,169.0,84.0,29.4,3,3,2,6,6,7
2,67,208.0,86.0,19.9,1,1,2,6,8,8
2,67,161.0,80.0,30.9,3,3,3,6,6,5
2,49,183.0,85.0,25.4,3,2,3,5,6,7
1,43,184.0,72.0,21.3,1,1,1,5,6,6
2,55,158.0,61.0,24.4,1,1,3,3,4,3
1,63,156.0,68.0,27.9,2,3,3,5,5,5
1,59,208.0,68.0,15.7,2,2,1,6,5,6
2,24,152.0,55.0,23.8,3,2,2,1,1,2
2,44,161.0,59.0,22.8,2,1,1,2,3,2
1,37,151.0,52.0,22.8,1,2,1,2,2,2
1,41,182.0,79.0,23.8,2,3,3,5,5,7
1,44,202.0,72.0,17.6,2,2,2,6,5,7
1,43,181.0,51.0,15.6,2,1,1,3,1,3
2,40,156.0,67.0,27.5,3,2,3,4,4,3
1,21,171.0,81.0,27.7,3,2,2,6,6,7
2,50,201.0,61.0,15.1,2,2,2,5,3,4
1,30,188.0,80.0,22.6,1,3,2,6,6,8
2,31,172.0,68.0,23.0,2,3,2,3,3,4
2,21,196.0,67.0,17.4,2,2,1,4,3,5
2,52,189.0,73.0,20.4,2,2,1,4,4,6
1,48,165.0,87.0,32.0,3,2,2,7,8,7
1,29,158.0,71.0,28.4,2,3,2,5,5,5
2,41,186.0,58.0,16.8,2,1,1,3,3,3
1,63,176.0,86.0,27.8,3,2,3,6,6,8
2,66,175.0,74.0,24.2,3,2,3,4,4,5
1,56,161.0,75.0,28.9,2,2,3,6,7,6
1,53,163.0,80.0,30.1,2,2,2,6,7,6
1,56,183.0,80.0,23.9,2,1,1,5,6,7
2,46,170.0,83.0,28.7,3,3,2,5,5,6
2,66,193.0,57.0,15.3,1,2,2,4,3,4
1,46,146.0,66.0,31.0,2,2,2,6,6,3
1,56,183.0,83.0,24.8,1,3,1,5,6,8
1,43,175.0,88.0,28.7,2,2,2,6,8,8
2,42,146.0,57.0,26.7,2,2,3,3,3,2
2,68,151.0,58.0,25.4,3,2,3,2,2,2
1,45,176.0,50.0,16.1,2,1,2,2,1,3
2,43,173.0,48.0,16.0,1,1,1,1,1,2
2,43,146.0,63.0,29.6,3,3,3,4,4,2
1,55,210.0,67.0,15.2,1,1,1,7,6,6
1,64,173.0,76.0,25.4,2,3,2,5,5,6
1,67,188.0,80.0,22.6,1,1,2,6,7,8
2,64,181.0,95.0,29.0,3,2,3,6,7,8
1,49,161.0,59.0,22.8,2,3,3,3,2,4
1,22,201.0,78.0,19.3,3,1,1,5,5,8
1,51,166.0,81.0,29.4,3,2,2,6,6,6
